********************************************************************************
product = WebSphere Application Server 17.0.0.1 (wlp-1.0.16.cl170120170227-0220)
wlp.install.dir = /home/leo/WorkSpaceSTS/zoan/target/liberty/wlp/
java.home = /usr/lib/jvm/java-8-openjdk-amd64/jre
java.version = 1.8.0_131
java.runtime = OpenJDK Runtime Environment (1.8.0_131-8u131-b11-0ubuntu1.16.04.2-b11)
os = Linux (4.4.0-21-generic; amd64) (es_VE)
process = 25660@leo
********************************************************************************
[06/06/17 16:14:44:277 VET] 00000001 com.ibm.ws.kernel.launch.internal.FrameworkManager           A CWWKE0001I: El servidor defaultServer se ha lanzado.
[06/06/17 17:11:46:010 VET] 000001a8 SystemOut                                                    O 2017-06-06 17:11:46 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 17:11:46:083 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:46 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/js/bootstrap.min.js]
[06/06/17 17:11:46:084 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:46 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/js/bootstrap.min.js] in DispatcherServlet with name 'springapp'
[06/06/17 17:11:46:086 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:46 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 17:11:46:086 VET] 000001a4 SystemOut                                                    O 2017-06-06 17:11:46 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing GET request for [/zoan/static/jquery/1.12.4/jquery.min.js]
[06/06/17 17:11:46:087 VET] 000001a4 SystemOut                                                    O 2017-06-06 17:11:46 WARN  PageNotFound:1172 - No mapping found for HTTP request with URI [/zoan/static/jquery/1.12.4/jquery.min.js] in DispatcherServlet with name 'springapp'
[06/06/17 17:11:46:088 VET] 000001a4 SystemOut                                                    O 2017-06-06 17:11:46 DEBUG DispatcherServlet:1000 - Successfully completed request
[06/06/17 17:11:54:175 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG DispatcherServlet:865 - DispatcherServlet with name 'springapp' processing POST request for [/zoan/student.do]
[06/06/17 17:11:54:176 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG DefaultAnnotationHandlerMapping:140 - Mapping [/student.do] to HandlerExecutionChain with handler [com.build.zoan.controllers.StudentController@76cd4d5b] and 1 interceptor
[06/06/17 17:11:54:182 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HandlerMethodInvoker:177 - Invoking request handler method: public java.lang.String com.build.zoan.controllers.StudentController.doActions(com.build.zoan.models.Student,org.springframework.validation.BindingResult,java.lang.String,java.util.Map)
[06/06/17 17:11:54:183 VET] 000001ab SystemOut                                                    O search
[06/06/17 17:11:54:184 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:367 - Creating new transaction with name [com.build.zoan.services.impl.StudentServiceImpl.getStuden]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; ''
[06/06/17 17:11:54:184 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG SessionImpl:220 - opened session at timestamp: 14967835141
[06/06/17 17:11:54:185 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:494 - Opened new Session [org.hibernate.impl.SessionImpl@74d5af36] for Hibernate transaction
[06/06/17 17:11:54:188 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:505 - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@74d5af36]
[06/06/17 17:11:54:189 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG JDBCTransaction:54 - begin
[06/06/17 17:11:54:192 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG ConnectionManager:415 - opening JDBC connection
[06/06/17 17:11:54:193 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG JDBCTransaction:59 - current autocommit status: true
[06/06/17 17:11:54:193 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG JDBCTransaction:62 - disabling autocommit
[06/06/17 17:11:54:552 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:570 - Exposing Hibernate transaction as JDBC transaction [jdbc:mysql://us-cdbr-iron-east-03.cleardb.net/ad_3daafaefbc81776?user=b754d97b8556f4&password=6a655168, UserName=b754d97b8556f4@10.81.158.249, MySQL Connector Java]
[06/06/17 17:11:54:553 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:438 - Found thread-bound Session [org.hibernate.impl.SessionImpl@74d5af36] for Hibernate transaction
[06/06/17 17:11:54:556 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:476 - Participating in existing transaction
[06/06/17 17:11:54:557 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG Loader:1843 - loading entity: [com.build.zoan.models.Student#42]
[06/06/17 17:11:54:559 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractBatcher:358 - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
[06/06/17 17:11:54:561 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG SQL:393 - select student0_.idStudent as idStudent0_0_, student0_.firtname as firtname0_0_, student0_.lastname as lastname0_0_, student0_.year as year0_0_ from Student student0_ where student0_.idStudent=?
[06/06/17 17:11:54:762 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractBatcher:374 - about to open ResultSet (open ResultSets: 0, globally: 0)
[06/06/17 17:11:54:763 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG Loader:1164 - result row: EntityKey[com.build.zoan.models.Student#42]
[06/06/17 17:11:54:791 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractBatcher:381 - about to close ResultSet (open ResultSets: 1, globally: 1)
[06/06/17 17:11:54:791 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractBatcher:366 - about to close PreparedStatement (open PreparedStatements: 1, globally: 1)
[06/06/17 17:11:54:792 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG TwoPhaseLoad:107 - resolving associations for [com.build.zoan.models.Student#42]
[06/06/17 17:11:54:793 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG TwoPhaseLoad:206 - done materializing entity [com.build.zoan.models.Student#42]
[06/06/17 17:11:54:794 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG StatefulPersistenceContext:748 - initializing non-lazy collections
[06/06/17 17:11:54:794 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG Loader:1874 - done entity load
[06/06/17 17:11:54:795 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:759 - Initiating transaction commit
[06/06/17 17:11:54:796 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG HibernateTransactionManager:653 - Committing Hibernate transaction on Session [org.hibernate.impl.SessionImpl@74d5af36]
[06/06/17 17:11:54:796 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG JDBCTransaction:103 - commit
[06/06/17 17:11:54:797 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractFlushingEventListener:111 - processing flush-time cascades
[06/06/17 17:11:54:797 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractFlushingEventListener:154 - dirty checking collections
[06/06/17 17:11:54:799 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractFlushingEventListener:85 - Flushed: 0 insertions, 0 updates, 0 deletions to 1 objects
[06/06/17 17:11:54:799 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG AbstractFlushingEventListener:91 - Flushed: 0 (re)creations, 0 updates, 0 removals to 0 collections
[06/06/17 17:11:54:800 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG Printer:83 - listing entities:
[06/06/17 17:11:54:801 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG Printer:90 - com.build.zoan.models.Student{firtname=leonardo, year=26, idStudent=42, lastname=pineda}
[06/06/17 17:11:54:978 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:54 DEBUG JDBCTransaction:193 - re-enabling autocommit
[06/06/17 17:11:55:153 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG JDBCTransaction:116 - committed JDBC Connection
[06/06/17 17:11:55:154 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:55:155 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:735 - Closing Hibernate Session [org.hibernate.impl.SessionImpl@74d5af36] after transaction
[06/06/17 17:11:55:155 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG SessionFactoryUtils:800 - Closing Hibernate Session
[06/06/17 17:11:55:156 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG ConnectionManager:435 - releasing JDBC connection [ (open PreparedStatements: 0, globally: 0) (open ResultSets: 0, globally: 0)]
[06/06/17 17:11:55:157 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG ConnectionManager:296 - transaction completed on session with on_close connection release mode; be sure to close the session to release JDBC resources!
[06/06/17 17:11:55:158 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:367 - Creating new transaction with name [com.build.zoan.services.impl.StudentServiceImpl.getAllStudent]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; ''
[06/06/17 17:11:55:159 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG SessionImpl:220 - opened session at timestamp: 14967835151
[06/06/17 17:11:55:159 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:494 - Opened new Session [org.hibernate.impl.SessionImpl@eb4962d] for Hibernate transaction
[06/06/17 17:11:55:160 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:505 - Preparing JDBC Connection of Hibernate Session [org.hibernate.impl.SessionImpl@eb4962d]
[06/06/17 17:11:55:161 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG JDBCTransaction:54 - begin
[06/06/17 17:11:55:161 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG ConnectionManager:415 - opening JDBC connection
[06/06/17 17:11:55:162 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG JDBCTransaction:59 - current autocommit status: true
[06/06/17 17:11:55:163 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG JDBCTransaction:62 - disabling autocommit
[06/06/17 17:11:55:515 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:570 - Exposing Hibernate transaction as JDBC transaction [jdbc:mysql://us-cdbr-iron-east-03.cleardb.net/ad_3daafaefbc81776?user=b754d97b8556f4&password=6a655168, UserName=b754d97b8556f4@10.81.158.249, MySQL Connector Java]
[06/06/17 17:11:55:516 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:438 - Found thread-bound Session [org.hibernate.impl.SessionImpl@eb4962d] for Hibernate transaction
[06/06/17 17:11:55:517 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG HibernateTransactionManager:476 - Participating in existing transaction
[06/06/17 17:11:55:518 VET] 000001ab SystemOut                                                    O 2017-06-06 17:11:55 DEBUG AbstractBatcher:358 - about to open PreparedStatement (open PreparedStatements: 0, globally: 0)
